text,category,sentiment,priority,cleaned_text
What is the difference between plan A and plan B Please help me.,product_inquiry,positive,low,difference plan plan help
Would love to see monthly billing as an option Can someone assist me?,feedback,positive,low,love monthly billing option assist
My return was rejected but the item was faulty,returns,negative,medium,return rejected item faulty
Can I use the product on multiple devices I have been waiting for days.,product_inquiry,neutral,low,use product multiple devices waiting days
I am getting a server error when I try to submit Can someone assist me?,technical_support,neutral,urgent,getting server error try submit assist
What features are included in the enterprise tier I am very frustrated.,product_inquiry,positive,medium,features included enterprise tier frustrated
What is the difference between plan A and plan B I am very frustrated.,product_inquiry,positive,low,difference plan plan frustrated
The customer support team was incredibly helpful This is urgent.,feedback,neutral,low,customer support team incredibly helpful urgent
This is the third time I have had this problem Thank you in advance.,complaint,negative,high,time problem thank advance
I have a suggestion for improving the checkout process I am very frustrated.,feedback,positive,low,suggestion improving checkout process frustrated
I have been waiting 10 days for a resolution This is urgent.,complaint,negative,urgent,waiting 10 days resolution urgent
I cannot upload files through the platform I am very frustrated.,technical_support,neutral,urgent,upload files platform frustrated
I cannot log in to my account,technical_support,neutral,medium,log account
The feature is not working as expected,technical_support,neutral,high,feature working expected
